rank,hex_id,name,final_affluence_score,affluence_tier,spatial_relation,confidence_score,countable_family_tam,direct_family_tam,direct_total_units,direct_luxury_society_tam,conservative_50l_plus_family_tam,conservative_50l_plus_share_of_direct_tam,estimated_40l_plus_family_tam_linear_25_50_split,estimated_40l_plus_share_linear_25_50_split,nearby_family_tam_weighted_context,society_cluster_tam_weighted_context_not_counted,market_price_per_sqft,refined_budget_segment,premium_candidate_score,rental_yield_pct,yearly_appreciation_pct,society_score,society_cluster_score,hospital_score,market_score,sez_workplace_score,habitability_score,habitability_class,habitable_for_residential_tam,societies_direct_count,societies_nearby_count,society_cluster_project_count,hospitals_nearby_count,top_societies,top_hospitals,quality_flags
90,876014512ffffff,Bangarappa Nagara-Rajarajeshwari Nagara,51.8433,Mixed / Watchlist,local_signal,0.9333,0.0,146.0,146.0,146.0,0.0,0.0,0.0,0.0,228.22,982.39,3750.0,Mid-Segment,0.12145553196508611,,,0.482122,0.671261,0.728844,0.241117,0.865271,0.809523,dense_habitable,True,4,6,16,89,"Lakshmiwan Lawns (Ultra Luxury, TAM 41) | Essem18 Kumaravana (Premium Luxury, TAM 91) | Krishnas Garden (Elite Luxury, TAM 8) | Shree Hayagriva Sadana (Super Luxury, TAM 6) | Elegant Tranquility (Premium Luxury, TAM 321)","Pathway Hospitals (Ultra Premium, 2.7 min) | SS Sparsh Hospital (Ultra Premium, 4.2 min) | DHEE Hospitals (Ultra Premium, 11.7 min) | Aster RV Hospital (Ultra Premium, 16.7 min) | Motherhood Hospital (Ultra Premium, 13.6 min)",
91,876189262ffffff,Veerasandra-Chikkathoguru,51.2404,Mixed / Watchlist,local_signal,0.9,0.0,976.0,976.0,976.0,0.0,0.0,0.0,0.0,991.74,1420.14,5447.291106514996,Mid-Segment,0.0,4.0,33.9,0.592389,0.660889,0.68868,0.472466,0.285352,0.657059,habitable,True,2,5,17,66,"Sobha Silicon Oasis (Elite Luxury, TAM 917) | LGCL Pueblo (Ultra Luxury, TAM 59) | Chartered Grasshopper (Elite Luxury, TAM 56) | Manya MagnaVille (Premium Luxury, TAM 72) | V Venture Eva (Premium Luxury, TAM 27)","Kauvery Hospitals (Ultra Premium, 2.8 min) | Springleaf Healthcare (Ultra Premium, 1.3 min) | Apollo Cradle & Children's Hospital (Super Premium, 5.5 min) | Lotus Multispeciality Center (Ultra Premium, 15.5 min) | E City Hospitals (Super Premium, 4.3 min)",
92,8761892eeffffff,Banaswadi-Kasturi Nagar,50.7726,Mixed / Watchlist,local_signal,1.0,0.0,151.0,151.0,151.0,0.0,0.0,0.0,0.0,285.14,659.64,8986.83443708609,Affordable,0.13930528809329115,4.0,10.406976744186046,0.467928,0.591327,0.872673,0.522916,0.349203,0.713898,habitable,True,5,11,34,130,"Jalvayu Towers (Ultra Luxury, TAM 80) | Annciyas Classic Paradise (Super Luxury, TAM 44) | Elegant Pavilion (Premium Luxury, TAM 16) | RK Mansion (Premium Luxury, TAM 7) | KP Villa (Premium Luxury, TAM 4)","Cloudnine Hospital - Whitefield (Ultra Premium, 2.9 min) | Cloudnine Hospital - HRBR (Ultra Premium, 7.5 min) | Trilife Hospital (Ultra Premium, 9.0 min) | Manipal Hospitals Old Airport Road (Ultra Premium, 13.8 min) | Surgecare Super Speciality Hospital (Ultra Premium, 5.9 min)",
93,87618924dffffff,Anjanapura-Harinagar,50.6984,Mixed / Watchlist,local_signal,1.0,0.0,713.0,713.0,713.0,0.0,0.0,0.0,0.0,718.4,1486.6,9510.456034482757,Mid-Segment,0.08412056864208389,2.1333333333333333,26.187216681776974,0.576392,0.711893,0.712816,0.638246,0.016392,0.599199,habitable,True,5,6,23,83,"Epitome Elan (Elite Luxury, TAM 196) | NCC Urban Lake Springs (Premium Luxury, TAM 272) | Anand Somu Pristine (Super Luxury, TAM 129) | Anand Somu Aarush (Elite Luxury, TAM 56) | Nandi Garden (Premium Luxury, TAM 60)","Aster RV Hospital (Ultra Premium, 12.8 min) | DHEE Hospitals (Ultra Premium, 8.5 min) | Apollo Hospital (Ultra Premium, 11.8 min) | Fortis Hospital (Ultra Premium, 12.0 min) | Astra Superspeciality Hospital (Super Premium, 6.1 min)",
94,876189268ffffff,Basavanapura,50.6015,Mixed / Watchlist,local_signal,0.9333,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,2064.86,2348.44,1907.0,Affordable,0.0,,,0.656128,0.737572,0.603197,0.160254,0.489627,0.432874,sparse_habitable,True,1,6,11,62,"Godrej Vanantara (Ultra Luxury, TAM 2,000) | Jains Aashraya (Ultra Luxury, TAM 142) | Ishana Hallmark Woods (Premium Luxury, TAM 73) | Puravankara Purva Smiling Willows (Elite Luxury, TAM 207) | Puravankara The Sound of Water (Elite Luxury, TAM 207)","Apollo Hospital (Ultra Premium, 14.0 min) | Fortis Hospital (Ultra Premium, 14.2 min) | Aster RV Hospital (Ultra Premium, 19.6 min) | DHEE Hospitals (Ultra Premium, 18.0 min) | Cadabams Hospitals (Ultra Premium, 18.4 min)",
95,8761892c5ffffff,Banaswadi-Babusab Palya,50.3971,Mixed / Watchlist,local_signal,1.0,0.0,702.0,702.0,702.0,0.0,0.0,0.0,0.0,711.3,882.27,5166.534109816972,Mixed - Affordable leaning,0.021215016977436725,2.4201183431952664,21.808522727272724,0.517909,0.570662,0.8671,0.404809,0.377904,0.979665,dense_habitable,True,8,11,24,112,"Prestige Gulmohar (Super Luxury, TAM 404) | VSR Tranquil (Super Luxury, TAM 183) | SLS Spencer (Ultra Luxury, TAM 42) | PMR The Address (Ultra Luxury, TAM 30) | Park Side Apartment (Super Luxury, TAM 15)","Cloudnine Hospital - HRBR (Ultra Premium, 1.1 min) | Trilife Hospital (Ultra Premium, 3.5 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 1.6 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 6.4 min) | Cura Hospitals (Ultra Premium, 5.8 min)",
96,8761892c2ffffff,Doddagubbi,50.3575,Mixed / Watchlist,local_signal,0.6667,0.0,4144.0,4144.0,4090.0,0.0,0.0,0.0,0.0,4271.52,4738.06,6900.0,Affordable,0.02106470069814779,,,0.747534,0.831871,0.632198,0.362693,0.0,0.439357,sparse_habitable,True,6,14,20,62,"Project by Purvankara (Super Luxury, TAM 2,600) | Purva Palm Beach (Premium Luxury, TAM 1,323) | Living Walls Secret Soil (Elite Luxury, TAM 78) | Ramky Serene Woods (Premium Luxury, TAM 61) | MIMS Northdale (Elite Luxury, TAM 28)","Cloudnine Hospital - HRBR (Ultra Premium, 14.0 min) | Trilife Hospital (Ultra Premium, 16.4 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 14.2 min) | Cura Hospitals (Ultra Premium, 15.4 min) | Cloudnine Hospital (Super Premium, 11.0 min)",
97,8760145a0ffffff,Swamy Vivekananda Ward-Deepanjali Nagara,50.2143,Mixed / Watchlist,local_signal,1.0,0.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,233.98,649.04,9848.163820366857,Mid-Segment,0.21552581679168173,2.0,34.324,0.4428,0.609579,0.844276,0.670462,0.255298,1.0,dense_habitable,True,3,11,39,124,"Vani Vilasa (Ultra Luxury, TAM 9) | Tirumala Greens (Ultra Luxury, TAM 8) | Fountain Head Residency Phase l (Premium Luxury, TAM 10) | Prestige South Ridge (Elite Luxury, TAM 340) | Sobha Royal Crest (Elite Luxury, TAM 658)","Cloudnine Hospital - Jayanagar (Ultra Premium, 9.3 min) | Kusuma Hospital (Ultra Premium, 1.7 min) | Aster RV Hospital (Ultra Premium, 12.7 min) | Apollo Speciality Hospitals (Ultra Premium, 9.1 min) | Rangadore Memorial Hospital (Ultra Premium, 7.6 min)",
98,876016944ffffff,Shinganayakanahalli,49.8115,Mixed / Watchlist,local_signal,0.8667,0.0,3128.0,3128.0,3128.0,0.0,0.0,0.0,0.0,3158.29,3317.71,2066.0,Mid-Segment,0.0,,,0.692639,0.710966,0.398911,0.165166,0.424951,0.31597,sparse_habitable,True,19,22,40,26,"Vajram Tiara (Ultra Luxury, TAM 237) | BCIL ZED Earth Villas & Town Houses (Ultra Luxury, TAM 139) | Prestige Woodside (Ultra Luxury, TAM 132) | Prestige Garden Bay (Elite Luxury, TAM 184) | CKPC Winds of Change (Premium Luxury, TAM 438)","Maarga (Ultra Premium, 9.8 min) | Aster CMI Hospital (Ultra Premium, 19.8 min) | Mind and Brain hospital (Ultra Premium, 20.0 min) | Manipal Hospital (Super Premium, 15.0 min) | Aveksha Hospital (Ultra Premium, 18.4 min)",
99,876014586ffffff,Basaveshwara Nagara,49.744,Mixed / Watchlist,local_signal,1.0,0.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,38.23,952.27,14015.844173441736,Premium Candidate,0.5335571736366063,3.0,10.282611464968152,0.322386,0.657179,0.840003,0.826576,0.383344,1.0,dense_habitable,True,3,8,59,114,"Tirumala Elite (Elite Luxury, TAM 12) | Maruthi Nivas (Super Luxury, TAM 6) | MK Apartments (Premium Luxury, TAM 8) | Sri Nethravathi Aparments (Premium Luxury, TAM 12) | D.E.C Sukriti Apartments (Premium Luxury, TAM 110)","People Tree Hospitals (Ultra Premium, 8.7 min) | Manipal Hospital Malleshwaram (Super Premium, 7.4 min) | OPTIMA Super Speciality Hospital  (Premium, 3.0 min) | RxDx Healthcare (Ultra Premium, 6.6 min) | Sanjeevini MultispecialIty Hospital (Premium, 3.1 min)",
100,8761892e2ffffff,T.C Palya-Bhattarahalli,49.288,Mixed / Watchlist,local_signal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.08,971.29,6874.0,Affordable,5.311609313402697e-05,,,0.426641,0.662388,0.765481,0.338697,0.663508,0.854704,dense_habitable,True,0,8,28,77,"RJ Lake Gardenia (Elite Luxury, TAM 171) | Pride Euphora (Ultra Luxury, TAM 212) | Prive (Super Luxury, TAM 36) | Sks Garden (Premium Luxury, TAM 50) | Pashmina Waterfront (Elite Luxury, TAM 725)","Altor Hospital (Super Premium, 1.9 min) | Aster Women & Children Hospital (Ultra Premium, 12.6 min) | Cloudnine Hospital - HRBR (Ultra Premium, 12.2 min) | Aster Whitefield Hospital (Ultra Premium, 12.6 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 12.8 min)",no_direct_society_tam
101,87618924bffffff,Kane Muneshwara Ward-Sarvabhouma Nagar,49.1814,Mixed / Watchlist,local_signal,1.0,0.0,209.0,209.0,209.0,0.0,0.0,0.0,0.0,646.97,2064.34,4992.162440027416,Mixed - Affordable leaning,0.09279216651019064,4.0,14.4,0.543231,0.766206,0.82327,0.415313,0.233013,0.97117,dense_habitable,True,5,14,38,115,"Oasis Nine (Luxury, TAM 150) | Global Residency (Super Luxury, TAM 36) | Chandrika Apartments (Super Luxury, TAM 8) | Divine Apartments (Elite Luxury, TAM 6) | Vasista Apartments (Premium Luxury, TAM 9)","Aster RV Hospital (Ultra Premium, 8.5 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 10.2 min) | Astra Superspeciality Hospital (Super Premium, 3.9 min) | DHEE Hospitals (Ultra Premium, 7.2 min) | Cadabams Hospitals (Ultra Premium, 7.9 min)",
102,876189228ffffff,Thigalachowdadenahalli,48.5631,Mixed / Watchlist,local_signal,0.6667,0.0,4415.0,4415.0,4415.0,0.0,0.0,0.0,0.0,4475.85,5911.76,8010.000000000001,Mid-Segment,0.0,,,0.798308,0.926231,0.588025,0.330199,0.0,0.476439,sparse_habitable,True,5,7,18,37,"DSR The Address (Ultra Luxury, TAM 1,372) | Brigade Sanctuary (Ultra Luxury, TAM 1,275) | Neobuild Mana Skanda The Right Life T145 (Ultra Luxury, TAM 592) | Forest Province at Mana Skanda The Right Life (Ultra Luxury, TAM 526) | Neobuild The Right Life (Super Luxury, TAM 650)","Belenus Champion Hospital (Ultra Premium, 14.3 min) | Sakra World Hospital (Ultra Premium, 21.0 min) | Kauvery Hospital (Ultra Premium, 18.6 min) | Apollo Clinic (Ultra Premium, 22.1 min) | Manipal Hospital (Ultra Premium, 23.8 min)",
103,876014595ffffff,Peenya-Dr. Puneeth Rajkumar Ward,47.6406,Mixed / Watchlist,local_signal,1.0,0.0,1122.0,1122.0,1122.0,0.0,0.0,0.0,0.0,1224.96,1984.91,,Premium,0.4192463559709785,,,0.603197,0.748165,0.827786,0.240212,0.215856,0.821353,dense_habitable,True,5,11,37,113,"Golden Grand (Super Luxury, TAM 520) | Godrej Tiara (Elite Luxury, TAM 346) | 43 Privet Drive (Premium Luxury, TAM 204) | Rubby Castle 1 (Premium Luxury, TAM 40) | Sri Nethravathi Aparments (Premium Luxury, TAM 12)","People Tree Hospitals (Ultra Premium, 2.0 min) | SPARSH Hospital (Premium, 2.7 min) | Manipal Hospital Malleshwaram (Super Premium, 8.2 min) | Smiles Institute of Gastroenterology (Ultra Premium, 8.1 min) | RxDx Healthcare (Ultra Premium, 7.6 min)",
104,876016963ffffff,Ramagondanahalli,47.6007,Mixed / Watchlist,local_signal,0.8667,0.0,326.0,326.0,326.0,0.0,0.0,0.0,0.0,487.75,1106.5,6250.0,Premium,0.3718601328728983,,55.2,0.493662,0.62585,0.541829,0.464577,0.405924,0.449301,sparse_habitable,True,5,29,54,44,"Peacock Garden (Premium Luxury, TAM 94) | Greens Square (Premium Luxury, TAM 80) | Js Sunflower (Premium Luxury, TAM 60) | Legacy Ariston (Premium Luxury, TAM 56) | Peace Paramount (Premium Luxury, TAM 36)","Maarga (Ultra Premium, 8.8 min) | Aveksha Hospital (Ultra Premium, 9.1 min) | Aster CMI Hospital (Ultra Premium, 20.2 min) | People Tree Hospitals (Ultra Premium, 20.9 min) | Mind and Brain hospital (Ultra Premium, 20.5 min)",
105,87618926bffffff,Anjanapura-Doddakammanahalli,47.4933,Mixed / Watchlist,local_signal,1.0,0.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,254.51,1100.31,4199.510835913313,Mid-Segment,0.0,,,0.49171,0.682129,0.396515,0.334512,0.560076,0.610744,habitable,True,1,7,20,25,"Jains Aashraya (Ultra Luxury, TAM 142) | Himagiri Meadows (Ultra Luxury, TAM 357) | Sattva Aqua Vista (Elite Luxury, TAM 181) | Casagrand Hazen (Premium Luxury, TAM 622) | Anand Somu Aarush (Elite Luxury, TAM 56)","Kauvery Hospitals (Ultra Premium, 19.0 min) | Springleaf Healthcare (Ultra Premium, 17.6 min) | Lotus Multispeciality Center (Ultra Premium, 29.0 min) | Apollo Cradle & Children's Hospital (Super Premium, 19.1 min) | Greenview Medical Center (Ultra Premium, 30.2 min)",
106,876189211ffffff,Bangalore East-Channasandra,47.4394,Mixed / Watchlist,local_signal,0.9,0.0,650.0,650.0,650.0,0.0,0.0,0.0,0.0,675.62,1063.22,7246.584734364492,Mixed - Mid-Segment leaning,0.08863420808231134,2.0,26.444046400545886,0.560506,0.643684,0.492394,0.588429,0.214387,0.429782,sparse_habitable,True,5,9,33,23,"Birla Alokya (Elite Luxury, TAM 218) | Sri Sumeru Samethana Lakefront (Super Luxury, TAM 198) | Goyal & Co Hariyana Group Riviera Uno (Elite Luxury, TAM 137) | Raffles Park (Elite Luxury, TAM 61) | Ranav Tranquil Haven (Elite Luxury, TAM 36)","Aster Women & Children Hospital (Ultra Premium, 13.8 min) | Aster Whitefield Hospital (Ultra Premium, 13.8 min) | RxDx Healthcare (Ultra Premium, 17.4 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 19.0 min) | Kauvery Hospital (Ultra Premium, 19.3 min)",
107,8761892abffffff,Nimbekayipura,47.4181,Mixed / Watchlist,local_signal,0.6667,0.0,4690.0,4690.0,4690.0,0.0,0.0,0.0,0.0,4735.53,5791.93,4200.0,Affordable,0.0,,10.5,0.791151,0.899889,0.258304,0.261196,0.0,0.311644,sparse_habitable,True,5,7,14,21,"Sobha One World (Ultra Luxury, TAM 3,484) | Brigade Citrine (Ultra Luxury, TAM 420) | Brigade Golden Triangle (Premium Luxury, TAM 672) | NVT Under The Open Sky (Elite Luxury, TAM 74) | Sobha Galera (Elite Luxury, TAM 40)","Aster Women & Children Hospital (Ultra Premium, 26.4 min) | Aster Whitefield Hospital (Ultra Premium, 26.4 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 25.5 min) | RxDx Healthcare (Ultra Premium, 28.1 min) | Altor Hospital (Super Premium, 18.9 min)",
108,8760145a5ffffff,Kamakya Layout-Subramanyapura,47.1846,Mixed / Watchlist,local_signal,0.9,0.0,678.0,678.0,678.0,0.0,0.0,0.0,0.0,733.64,988.76,6127.196702002355,Mid-Segment,0.03387438461473948,1.0,14.920212765957446,0.564306,0.628269,0.800411,0.480736,0.000101,0.889033,dense_habitable,True,5,9,17,113,"Prestige South Ridge (Elite Luxury, TAM 340) | Sterling Terraces (Elite Luxury, TAM 288) | Tata Promont (Ultra Luxury, TAM 36) | Prema Ganga (Ultra Luxury, TAM 8) | Shri Lalitha (Super Luxury, TAM 6)","Aster RV Hospital (Ultra Premium, 11.8 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 11.8 min) | Pathway Hospitals (Ultra Premium, 6.4 min) | SS Sparsh Hospital (Ultra Premium, 7.9 min) | DHEE Hospitals (Ultra Premium, 10.2 min)",
109,8761892f4ffffff,Bidare Agrahara,47.1196,Mixed / Watchlist,local_signal,0.7667,0.0,1167.0,1167.0,1167.0,0.0,0.0,0.0,0.0,1295.5,4096.32,5489.0,Mid-Segment,0.0,,,0.68008,0.899405,0.558056,0.289315,0.0,0.423236,sparse_habitable,True,6,12,47,47,"Assetz Bloom & Dell (Ultra Luxury, TAM 394) | DSR Elixir (Elite Luxury, TAM 282) | Concorde Eleve (Ultra Luxury, TAM 136) | Sobha Halcyon (Super Luxury, TAM 175) | Manani Lake Vista (Premium Luxury, TAM 130)","Aster Women & Children Hospital (Ultra Premium, 17.3 min) | Aster Whitefield Hospital (Ultra Premium, 17.3 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 16.3 min) | RxDx Healthcare (Ultra Premium, 19.0 min) | Altor Hospital (Super Premium, 9.7 min)",
110,8760145a2ffffff,Bapuji Nagara,46.5905,Mixed / Watchlist,local_signal,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,404.17,1432.86,3750.0,Affordable,0.04849588848384476,,29.300000000000004,0.512455,0.739585,0.882922,0.261587,0.261245,0.979349,dense_habitable,True,1,8,43,138,"Dwaraka Apartments (Ultra Luxury, TAM 6) | Shapoorji Pallonji Parkwest Cedar Tower 8 (Ultra Luxury, TAM 2,250) | Shapoorji Pallonji Parkwest Sequoia (Ultra Luxury, TAM 182) | Sri Sai Durga (Super Luxury, TAM 72) | Imperium Nagnoors Park View (Ultra Luxury, TAM 12)","Cloudnine Hospital - Jayanagar (Ultra Premium, 11.9 min) | Rangadore Memorial Hospital (Ultra Premium, 6.8 min) | HCG  - The Specialist in Cancer Care (Ultra Premium, 9.3 min) | Kusuma Hospital (Ultra Premium, 5.8 min) | Apollo Hospitals (Ultra Premium, 9.2 min)",
111,876189249ffffff,Anjanapura-Vasanthapura,46.4234,Mixed / Watchlist,local_signal,0.9,0.0,680.0,680.0,680.0,0.0,0.0,0.0,0.0,1046.96,1876.65,4832.532319391635,Mid-Segment,0.039052044334315715,,19.323870967741936,0.608393,0.768672,0.745757,0.398586,0.0,0.647236,habitable,True,2,12,23,86,"Assetz Meru and Meadow (Ultra Luxury, TAM 468) | Comfort Heights (Ultra Luxury, TAM 212) | Prestige Falcon City (Elite Luxury, TAM 2,520) | Mahindra Eden (Ultra Luxury, TAM 270) | Magnolia (Super Luxury, TAM 176)","DHEE Hospitals (Ultra Premium, 1.4 min) | Aster RV Hospital (Ultra Premium, 10.8 min) | Astra Superspeciality Hospital (Super Premium, 4.1 min) | Fortis Hospital (Ultra Premium, 12.5 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 14.4 min)",
112,876189260ffffff,Maragondanahalli,44.8275,Mixed / Watchlist,local_signal,0.7667,0.0,3489.0,3489.0,2039.0,0.0,0.0,0.0,0.0,3648.8,3947.33,,Premium,0.3908206881812353,,,0.674617,0.728224,0.594402,0.264964,0.023702,0.600867,habitable,True,9,11,14,52,"Shriram Signia (Ultra Luxury, TAM 348) | Prestige Sunrise Park Brichwood (Premium Luxury, TAM 864) | Concorde Cuppertino (Elite Luxury, TAM 182) | Keya The Lake Terraces (Premium Luxury, TAM 387) | Laa Moonstone Apartment (Super Luxury, TAM 120)","Kauvery Hospitals (Ultra Premium, 6.2 min) | Springleaf Healthcare (Ultra Premium, 6.8 min) | Cloudnine Hospital - Electronics City (Super Premium, 6.7 min) | E City Hospitals (Super Premium, 4.7 min) | Apollo Cradle & Children's Hospital (Super Premium, 11.2 min)",
113,876014c90ffffff,Jigani-Harapanahalli,44.8177,Mixed / Watchlist,local_signal,0.82,0.0,700.0,700.0,700.0,0.0,0.0,0.0,0.0,728.72,788.31,4206.608695652173,Premium Candidate,0.20489968801455932,5.0,42.9,0.502634,0.513647,0.256836,0.454966,0.63514,0.561461,habitable,True,2,4,6,16,"Lodha Bannerghatta (Ultra Luxury, TAM 550) | Nandini Paradise (Premium Luxury, TAM 150) | Nandana Shelters (Premium Luxury, TAM 204) | Maxx New Town (Premium Luxury, TAM 87)","Vijayashree Hospitals (Super Premium, 3.3 min) | Kauvery Hospitals (Ultra Premium, 19.7 min) | Cloudnine Hospital - Electronics City (Super Premium, 14.3 min) | Mazumdar Shaw Medical Center (Premium, 15.9 min) | Springleaf Healthcare (Ultra Premium, 24.3 min)",
114,876014533ffffff,Talagattapura,44.7035,Mixed / Watchlist,local_signal,0.82,0.0,434.0,434.0,434.0,0.0,0.0,0.0,0.0,528.34,804.58,7577.128640776699,Mid-Segment,0.08103397291428369,2.071974808816914,20.33783175888439,0.526132,0.611708,0.578974,0.60814,0.119767,0.178265,low_building_evidence,True,1,4,9,46,"Total Environment The Magic Faraway Tree (Elite Luxury, TAM 434) | Purva Park Hill (Ultra Luxury, TAM 492) | Casagrand Casablanca (Ultra Luxury, TAM 805) | Mantri Courtyard (Ultra Luxury, TAM 174)","DHEE Hospitals (Ultra Premium, 10.0 min) | Aster RV Hospital (Ultra Premium, 19.5 min) | Astra Superspeciality Hospital (Super Premium, 12.7 min) | Fortis Hospital (Ultra Premium, 21.1 min) | Pathway Hospitals (Ultra Premium, 15.7 min)",
115,8761892c6ffffff,Ramapura,44.5771,Mixed / Watchlist,local_signal,0.6867,0.0,595.0,595.0,595.0,0.0,0.0,0.0,0.0,665.38,999.12,11650.0,Mid-Segment,0.13622271649638226,,5.4,0.53579,0.613901,0.683596,0.523188,0.0,0.367151,sparse_habitable,True,1,4,10,68,"Total Environment In That Quiet Earth (Elite Luxury, TAM 595) | Prestige Augusta Golf Village (Elite Luxury, TAM 460) | Neeraja Serenity (Ultra Luxury, TAM 48) | Oceanus Tranquil (Aspirational Premium, TAM 305)","Cloudnine Hospital - HRBR (Ultra Premium, 10.1 min) | Trilife Hospital (Ultra Premium, 12.5 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 14.7 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 10.7 min) | Surgecare Super Speciality Hospital (Ultra Premium, 11.7 min)",
116,8761892c0ffffff,Horamavu,44.2666,Mixed / Watchlist,local_signal,0.9333,0.0,319.0,319.0,319.0,0.0,0.0,0.0,0.0,545.64,1579.23,4707.669966996699,Affordable,0.0,3.0,9.0,0.549187,0.728431,0.768399,0.329188,0.023981,0.549634,habitable,True,1,10,24,87,"Sobha Victoria Park (Super Luxury, TAM 319) | SLS Spencer (Ultra Luxury, TAM 42) | Total Environment In That Quiet Earth (Elite Luxury, TAM 595) | Purva Palm Beach (Premium Luxury, TAM 1,323) | Neeraja Serenity (Ultra Luxury, TAM 48)","Cloudnine Hospital - HRBR (Ultra Premium, 6.4 min) | Trilife Hospital (Ultra Premium, 8.9 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 9.8 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 7.0 min) | Cura Hospitals (Ultra Premium, 11.1 min)",
117,876016971ffffff,Gantiganahalli,44.2007,Mixed / Watchlist,local_signal,0.8667,0.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,225.78,726.72,6949.000000000001,Premium,0.35,,,0.408939,0.570719,0.361477,0.408259,0.584617,0.212447,low_building_evidence,True,1,14,25,23,"DS Max Streak Nest (Premium Luxury, TAM 87) | Sobha Althea (Ultra Luxury, TAM 176) | Shriram Sahaana (Premium Luxury, TAM 364) | Vajram Tiara (Ultra Luxury, TAM 237) | Skanda Serene (Premium Luxury, TAM 183)","Maarga (Ultra Premium, 12.0 min) | Aster CMI Hospital (Ultra Premium, 22.0 min) | Manipal Hospital (Super Premium, 12.1 min) | Mind and Brain hospital (Ultra Premium, 22.3 min) | Aveksha Hospital (Ultra Premium, 20.6 min)",
118,8760145a3ffffff,Attigupe-Hampi Nagar,44.0927,Mixed / Watchlist,local_signal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.09,579.37,14380.851063829787,Premium,0.5504663965788064,,,0.323253,0.548206,0.791273,0.704975,0.244002,0.98623,dense_habitable,True,0,5,13,109,"Sattva Divinity (Super Luxury, TAM 824) | Shakti Apartment (Super Luxury, TAM 72) | Fountain Head Residency Phase l (Premium Luxury, TAM 10) | Birla Apple Spire (Premium, TAM 150) | Madhur Apartments (Super Luxury, TAM 9)","Brains Super Speciality Hospital (Ultra Premium, 4.9 min) | SS Sparsh Hospital (Ultra Premium, 8.6 min) | Aster RV Hospital (Ultra Premium, 17.2 min) | Kusuma Hospital (Ultra Premium, 8.9 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 17.1 min)",no_direct_society_tam
119,876189263ffffff,Chikkathoguru-Maragondanahalli,43.8826,Mixed / Watchlist,local_signal,0.9,0.0,351.0,351.0,351.0,0.0,0.0,0.0,0.0,419.55,823.88,5285.3015873015875,Affordable,0.04852473951809904,5.0,2.9,0.471521,0.576459,0.693681,0.374126,0.259548,0.515491,habitable,True,3,8,14,70,"Manyata Silverwoods (Premium Luxury, TAM 227) | Ajmera Villows (Elite Luxury, TAM 52) | Manya MagnaVille (Premium Luxury, TAM 72) | Concorde Cuppertino (Elite Luxury, TAM 182) | Royal Developers And Promoters Sri Krishna Avenue (Premium Luxury, TAM 82)","Kauvery Hospitals (Ultra Premium, 4.9 min) | Cloudnine Hospital - Electronics City (Super Premium, 2.0 min) | Springleaf Healthcare (Ultra Premium, 6.0 min) | E City Hospitals (Super Premium, 3.0 min) | Lotus Multispeciality Center (Ultra Premium, 15.2 min)",
